S. No.,text,task_1
1192,পাবে পাবে সব পাবে । তোমাদের মুখেই তো এই গান মানায়।,NOT
1193,ডিপলি ভেবে দেখোতো এটা কি মানা যায়!😥 এরা আমাদের জনপ্রতিনিধি,NOT
1194,কি! বুধবার ঈদ? ঈদ আগামীকাল মঙ্গলবার। আজ 30টি রোজা পূর্ণ হচ্ছে। অতএব আগামীকাল ঈদ নিয়ে আর কোন জটিলতা রইল না।,NOT
1195,অসাধারণ এই কথোপকথন টা...অনেক কিছু শিখলাম ❤❤,NOT
1196,সোনার বাংলার সোনার ইতিহাস,NOT
1197,"দুটো বুড়ো মোষ, একটি জলহস্তী 👌👌",HOF
1198,"ABP আনন্দ কে ধিক্কার জানাই এই সব চরিত্রহীন আর মাতালদের নিয়ে খবর করার জন্য। ভালো কিছু দেখান, অনেক ভালো লোক আছে তাদের নিয়ে খবর করুন মানুষ ভালো বলবে।",NOT
1199,"সায়নী  ঘোষ কি এমন আন্দোলন করেছেন, যুব তৃনমূল এর সভানেত্রী😅😅😅😅😅😅😅😊😅😅😊😅😅😅😅😅😅😅😅😅এই সব লুজ ক্যারেক্টার, দলের শেষ করে দিলো, ছিঃ",HOF
1200,বরাহনন্দন বলার কি দরকার নেই।,NOT
1201,এদের কি চোখে লজ্জা পটি কিছু নেই,HOF
1202,"দার্শনিক রোদ্দুর রায় কবি মহাকর্মা, সে আসলে একজন মানুষ ধর্মা,",NOT
1203,ঘাস মাখা টা ওই দিন online এ খাইলাম,NOT
1204,আর মেয়ে যখন প্রাপ্তবয়স্ক হয় তখন কিছুটা দূরত্ব বজায় রাখতে হয়।,NOT
1205,পাকা আমের জুস করে তার মধ্যে কটা ফুলুরি দিয়ে প্যাকেট করলে কেমন হয়,NOT
1206,একে কেউ নোবেল দাও।,NOT
1207,ইসসসস।এদের এত পাত্তা দেন কেন।অসভ‍্য,HOF
1208,"একজন Athlete হলো সেই দেশের সম্পদ। এই কথাটা জার্মানি, ফ্রান্সের মতো দেশ বুঝেছে। তারা বুঝেছে কোনো রাজনৈতিক দল প্রতিবছর যাবে ও আসবে কিন্তু দেশকে গোটা পৃথিবীর কাছে তুলে ধরবে এই Athlete রাই, কোনো রাজনৈতিক নেতা নয়। তাই সেই সব দেশে একজন Athlete এর দাম একজন নেতার থেকে অনেক বেশি। তাই তারা এগিয়ে। আমরা তা বুঝিনি। যেই দেশে, এই সব মানুষ গুলোর কোনো দাম নেই সেই দেশের পা দুটো অচল তা বলাই বাহুল্লো....",NOT
1209,এদের লজ্জা ঘৃণা বোধ কিছু নেই। তেমন হয়েছে আমাদের সাংবাদিক,HOF
1210,"আর ওরা করের টাকায় দলের প্রার্থী মনোনয়নের জন্য টাকা উড়িয়ে যাবে, নয় তো বেচে খাবে।",NOT
1211,"নিজের হাতে ইট বয়ে মমতা ব্যানার্জি কত গ্রামের রাস্তা তৈরি করেছিলেন। সত্যিই, এই মেয়েটার কত প্রতিভা। তাও একটুও অহংকার নেই ❤",NOT
